,Unnamed: 0,STN,YYYYMMDD,HH,DD,FH,FF,FX,T,T10N,Q,DR,RH,VV,M,R,S,O,Y,datetime_str,datetime,block_hour,weather_category_hour,n_disruptions
214,223,215,20240110,08,80,5.0,40,7.0,-3.5,,0,0,0,83,0,0,0,0,0,2024011008,2024-01-10 08:00:00,2024-01-10 08:00:00,Cold or snowy hour,0.0
215,224,215,20240110,09,70,5.0,50,9.0,-2.8,,18,0,0,83,0,0,0,0,0,2024011009,2024-01-10 09:00:00,2024-01-10 09:00:00,Cold or snowy hour,0.0
216,225,215,20240110,10,70,5.0,60,9.0,-1.7,,52,0,0,82,0,0,0,0,0,2024011010,2024-01-10 10:00:00,2024-01-10 10:00:00,Cold or snowy hour,0.0
217,226,215,20240110,11,60,5.0,60,8.0,-0.9,,81,0,0,81,0,0,0,0,0,2024011011,2024-01-10 11:00:00,2024-01-10 11:00:00,Cold or snowy hour,1.0
218,227,215,20240110,12,80,6.0,60,9.0,0.0,-48.0,93,0,0,80,0,0,0,0,0,2024011012,2024-01-10 12:00:00,2024-01-10 12:00:00,Cold or snowy hour,0.0
219,228,215,20240110,13,60,5.0,50,8.0,0.5,,89,0,0,81,0,0,0,0,0,2024011013,2024-01-10 13:00:00,2024-01-10 13:00:00,Other hour,0.0
220,229,215,20240110,14,70,5.0,50,8.0,0.3,,70,0,0,80,0,0,0,0,0,2024011014,2024-01-10 14:00:00,2024-01-10 14:00:00,Other hour,0.0
221,230,215,20240110,15,70,5.0,50,8.0,0.0,,40,0,0,81,0,0,0,0,0,2024011015,2024-01-10 15:00:00,2024-01-10 15:00:00,Cold or snowy hour,0.0
222,231,215,20240110,16,80,5.0,40,9.0,-0.9,,8,0,0,83,0,0,0,0,0,2024011016,2024-01-10 16:00:00,2024-01-10 16:00:00,Cold or snowy hour,0.0
223,232,215,20240110,17,70,4.0,40,7.0,-0.9,,0,0,0,83,0,0,0,0,0,2024011017,2024-01-10 17:00:00,2024-01-10 17:00:00,Cold or snowy hour,0.0
224,233,215,20240110,18,70,4.0,40,6.0,-1.2,-26.0,0,0,0,83,0,0,0,0,0,2024011018,2024-01-10 18:00:00,2024-01-10 18:00:00,Cold or snowy hour,0.0
225,234,215,20240110,19,70,3.0,30,6.0,-1.7,,0,0,0,83,0,0,0,0,0,2024011019,2024-01-10 19:00:00,2024-01-10 19:00:00,Cold or snowy hour,0.0
226,235,215,20240110,20,60,3.0,30,5.0,-2.4,,0,0,0,82,0,0,0,0,0,2024011020,2024-01-10 20:00:00,2024-01-10 20:00:00,Cold or snowy hour,0.0
227,236,215,20240110,21,70,3.0,30,5.0,-2.3,,0,0,0,82,0,0,0,0,0,2024011021,2024-01-10 21:00:00,2024-01-10 21:00:00,Cold or snowy hour,1.0
228,237,215,20240110,22,70,3.0,30,6.0,-2.2,,0,0,0,83,0,0,0,0,0,2024011022,2024-01-10 22:00:00,2024-01-10 22:00:00,Cold or snowy hour,1.0
235,245,215,20240111,06,330,2.0,10,3.0,-6.1,-87.0,0,0,0,50,0,0,0,0,0,2024011106,2024-01-11 06:00:00,2024-01-11 06:00:00,Cold or snowy hour,0.0
236,246,215,20240111,07,20,2.0,30,3.0,-5.8,,0,0,0,56,0,0,0,0,0,2024011107,2024-01-11 07:00:00,2024-01-11 07:00:00,Cold or snowy hour,0.0
237,247,215,20240111,08,990,1.0,10,3.0,-6.8,,1,0,0,46,0,0,0,0,0,2024011108,2024-01-11 08:00:00,2024-01-11 08:00:00,Cold or snowy hour,1.0
238,248,215,20240111,09,350,2.0,20,3.0,-3.5,,30,0,0,56,0,0,0,0,0,2024011109,2024-01-11 09:00:00,2024-01-11 09:00:00,Cold or snowy hour,0.0
239,249,215,20240111,10,30,3.0,20,4.0,-1.0,,37,0,0,59,0,0,0,0,0,2024011110,2024-01-11 10:00:00,2024-01-11 10:00:00,Cold or snowy hour,0.0
240,250,215,20240111,11,50,2.0,20,4.0,0.8,,24,0,0,62,0,0,0,0,0,2024011111,2024-01-11 11:00:00,2024-01-11 11:00:00,Other hour,0.0
241,251,215,20240111,12,70,3.0,20,5.0,1.8,-92.0,31,0,0,66,0,0,0,0,0,2024011112,2024-01-11 12:00:00,2024-01-11 12:00:00,Other hour,1.0
242,252,215,20240111,13,0,1.0,0,4.0,2.3,,31,0,0,70,0,0,0,0,0,2024011113,2024-01-11 13:00:00,2024-01-11 13:00:00,Other hour,0.0
243,253,215,20240111,14,200,1.0,10,2.0,2.2,,25,0,0,65,0,0,0,0,0,2024011114,2024-01-11 14:00:00,2024-01-11 14:00:00,Other hour,0.0
244,254,215,20240111,15,220,2.0,20,3.0,2.1,,10,0,0,60,0,0,0,0,0,2024011115,2024-01-11 15:00:00,2024-01-11 15:00:00,Other hour,0.0
245,255,215,20240111,16,190,1.0,10,2.0,1.7,,2,0,0,56,0,0,0,0,0,2024011116,2024-01-11 16:00:00,2024-01-11 16:00:00,Other hour,0.0
246,256,215,20240111,17,10,2.0,30,5.0,4.2,,0,0,0,61,0,0,0,0,0,2024011117,2024-01-11 17:00:00,2024-01-11 17:00:00,Other hour,0.0
247,257,215,20240111,18,360,4.0,40,6.0,5.1,14.0,0,0,0,62,0,0,0,0,0,2024011118,2024-01-11 18:00:00,2024-01-11 18:00:00,Other hour,0.0
248,258,215,20240111,19,20,4.0,30,6.0,4.7,,0,0,0,61,0,0,0,0,0,2024011119,2024-01-11 19:00:00,2024-01-11 19:00:00,Other hour,0.0
249,259,215,20240111,20,20,3.0,40,6.0,4.8,,0,0,0,62,0,0,0,0,0,2024011120,2024-01-11 20:00:00,2024-01-11 20:00:00,Other hour,0.0
250,260,215,20240111,21,20,4.0,30,7.0,4.7,,0,0,0,63,0,0,0,0,0,2024011121,2024-01-11 21:00:00,2024-01-11 21:00:00,Other hour,0.0
251,261,215,20240111,22,20,4.0,40,7.0,4.6,,0,0,0,61,0,0,0,0,0,2024011122,2024-01-11 22:00:00,2024-01-11 22:00:00,Other hour,0.0
258,269,215,20240112,06,990,0.0,10,1.0,2.4,18.0,0,0,0,65,0,0,0,0,0,2024011206,2024-01-12 06:00:00,2024-01-12 06:00:00,Other hour,0.0
259,270,215,20240112,07,300,1.0,10,2.0,1.9,,0,0,0,64,0,0,0,0,0,2024011207,2024-01-12 07:00:00,2024-01-12 07:00:00,Other hour,0.0
260,271,215,20240112,08,990,1.0,10,3.0,3.0,,0,0,0,65,0,0,0,0,0,2024011208,2024-01-12 08:00:00,2024-01-12 08:00:00,Other hour,0.0
261,272,215,20240112,09,20,2.0,20,4.0,4.5,,5,0,0,67,0,0,0,0,0,2024011209,2024-01-12 09:00:00,2024-01-12 09:00:00,Other hour,0.0
262,273,215,20240112,10,20,2.0,10,3.0,5.0,,13,0,0,67,0,0,0,0,0,2024011210,2024-01-12 10:00:00,2024-01-12 10:00:00,Other hour,0.0
263,274,215,20240112,11,340,1.0,10,2.0,5.4,,20,0,0,67,0,0,0,0,0,2024011211,2024-01-12 11:00:00,2024-01-12 11:00:00,Other hour,1.0
264,275,215,20240112,12,360,4.0,50,8.0,5.7,15.0,32,0,0,75,0,0,0,0,0,2024011212,2024-01-12 12:00:00,2024-01-12 12:00:00,Other hour,0.0
265,276,215,20240112,13,340,4.0,40,7.0,5.3,,41,0,0,50,0,0,0,0,0,2024011213,2024-01-12 13:00:00,2024-01-12 13:00:00,Other hour,0.0
266,277,215,20240112,14,340,3.0,30,7.0,5.1,,40,0,0,65,0,0,0,0,0,2024011214,2024-01-12 14:00:00,2024-01-12 14:00:00,Other hour,0.0
267,278,215,20240112,15,330,3.0,20,6.0,4.7,,18,0,0,47,0,0,0,0,0,2024011215,2024-01-12 15:00:00,2024-01-12 15:00:00,Other hour,0.0
268,279,215,20240112,16,340,4.0,40,6.0,4.2,,5,0,0,61,0,0,0,0,0,2024011216,2024-01-12 16:00:00,2024-01-12 16:00:00,Other hour,0.0
269,280,215,20240112,17,360,2.0,20,4.0,3.8,,0,0,0,65,0,0,0,0,0,2024011217,2024-01-12 17:00:00,2024-01-12 17:00:00,Other hour,0.0
270,281,215,20240112,18,330,3.0,30,6.0,4.3,26.0,0,0,0,57,0,0,0,0,0,2024011218,2024-01-12 18:00:00,2024-01-12 18:00:00,Other hour,0.0
271,282,215,20240112,19,340,2.0,20,4.0,3.8,,0,0,0,65,0,0,0,0,0,2024011219,2024-01-12 19:00:00,2024-01-12 19:00:00,Other hour,0.0
272,283,215,20240112,20,280,2.0,10,3.0,4.0,,0,0,0,65,0,0,0,0,0,2024011220,2024-01-12 20:00:00,2024-01-12 20:00:00,Other hour,0.0
273,284,215,20240112,21,990,1.0,10,3.0,3.2,,0,0,0,50,0,0,0,0,0,2024011221,2024-01-12 21:00:00,2024-01-12 21:00:00,Other hour,0.0
274,285,215,20240112,22,210,1.0,20,2.0,2.0,,0,0,-1,56,0,1,0,0,0,2024011222,2024-01-12 22:00:00,2024-01-12 22:00:00,Other hour,0.0
281,293,215,20240113,06,290,5.0,60,10.0,4.5,10.0,0,0,0,70,0,0,0,0,0,2024011306,2024-01-13 06:00:00,2024-01-13 06:00:00,Other hour,0.0
282,294,215,20240113,07,270,6.0,60,10.0,4.5,,0,0,0,70,0,0,0,0,0,2024011307,2024-01-13 07:00:00,2024-01-13 07:00:00,Other hour,1.0
283,295,215,20240113,08,280,6.0,60,9.0,4.1,,0,0,0,65,0,0,0,0,0,2024011308,2024-01-13 08:00:00,2024-01-13 08:00:00,Other hour,0.0
284,296,215,20240113,09,290,7.0,70,11.0,4.2,,2,0,0,65,0,0,0,0,0,2024011309,2024-01-13 09:00:00,2024-01-13 09:00:00,Other hour,0.0
285,297,215,20240113,10,280,6.0,50,11.0,3.9,,5,0,0,62,0,0,0,0,0,2024011310,2024-01-13 10:00:00,2024-01-13 10:00:00,Other hour,2.0
286,298,215,20240113,11,280,5.0,50,9.0,4.1,,9,0,0,60,0,0,0,0,0,2024011311,2024-01-13 11:00:00,2024-01-13 11:00:00,Other hour,0.0
287,299,215,20240113,12,270,5.0,50,8.0,4.7,34.0,15,0,0,62,0,0,0,0,0,2024011312,2024-01-13 12:00:00,2024-01-13 12:00:00,Other hour,1.0
288,300,215,20240113,13,270,5.0,40,7.0,5.0,,13,0,0,70,0,0,0,0,0,2024011313,2024-01-13 13:00:00,2024-01-13 13:00:00,Other hour,0.0
289,301,215,20240113,14,270,5.0,50,8.0,5.3,,12,0,0,70,0,0,0,0,0,2024011314,2024-01-13 14:00:00,2024-01-13 14:00:00,Other hour,0.0
290,302,215,20240113,15,260,5.0,50,7.0,5.0,,11,0,-1,56,0,1,0,0,0,2024011315,2024-01-13 15:00:00,2024-01-13 15:00:00,Other hour,1.0
291,303,215,20240113,16,260,5.0,50,8.0,4.8,,2,6,1,63,0,1,0,0,0,2024011316,2024-01-13 16:00:00,2024-01-13 16:00:00,Other hour,0.0
292,304,215,20240113,17,260,5.0,50,7.0,4.9,,0,0,-1,56,0,1,0,0,0,2024011317,2024-01-13 17:00:00,2024-01-13 17:00:00,Other hour,0.0
293,305,215,20240113,18,270,5.0,50,8.0,5.4,43.0,0,0,-1,69,0,1,0,0,0,2024011318,2024-01-13 18:00:00,2024-01-13 18:00:00,Other hour,0.0
294,306,215,20240113,19,260,6.0,60,8.0,5.8,,0,0,0,70,0,0,0,0,0,2024011319,2024-01-13 19:00:00,2024-01-13 19:00:00,Other hour,0.0
295,307,215,20240113,20,260,6.0,50,9.0,5.6,,0,0,0,70,0,0,0,0,0,2024011320,2024-01-13 20:00:00,2024-01-13 20:00:00,Other hour,0.0
296,308,215,20240113,21,260,5.0,50,8.0,5.8,,0,0,0,70,0,0,0,0,0,2024011321,2024-01-13 21:00:00,2024-01-13 21:00:00,Other hour,0.0
297,309,215,20240113,22,260,6.0,60,9.0,6.3,,0,0,0,70,0,0,0,0,0,2024011322,2024-01-13 22:00:00,2024-01-13 22:00:00,Other hour,0.0
304,317,215,20240114,06,290,4.0,40,7.0,5.8,38.0,0,0,-1,75,0,1,0,0,0,2024011406,2024-01-14 06:00:00,2024-01-14 06:00:00,Other hour,0.0
305,318,215,20240114,07,300,5.0,40,9.0,5.1,,0,2,1,75,0,1,0,0,0,2024011407,2024-01-14 07:00:00,2024-01-14 07:00:00,Other hour,0.0
306,319,215,20240114,08,260,3.0,20,5.0,4.6,,0,0,0,70,0,0,0,0,0,2024011408,2024-01-14 08:00:00,2024-01-14 08:00:00,Other hour,0.0
307,320,215,20240114,09,280,3.0,50,8.0,5.5,,2,4,3,63,0,1,0,0,0,2024011409,2024-01-14 09:00:00,2024-01-14 09:00:00,Other hour,0.0
308,321,215,20240114,10,290,5.0,50,8.0,5.9,,6,1,1,75,0,1,0,0,0,2024011410,2024-01-14 10:00:00,2024-01-14 10:00:00,Other hour,0.0
309,322,215,20240114,11,280,6.0,60,10.0,6.1,,21,0,0,75,0,0,0,0,0,2024011411,2024-01-14 11:00:00,2024-01-14 11:00:00,Other hour,0.0
310,323,215,20240114,12,280,6.0,70,11.0,6.2,37.0,32,0,0,80,0,0,0,0,0,2024011412,2024-01-14 12:00:00,2024-01-14 12:00:00,Other hour,0.0
311,324,215,20240114,13,280,7.0,70,11.0,6.2,,56,0,0,80,0,0,0,0,0,2024011413,2024-01-14 13:00:00,2024-01-14 13:00:00,Other hour,0.0
312,325,215,20240114,14,290,6.0,60,11.0,4.7,,27,0,0,70,0,0,0,0,0,2024011414,2024-01-14 14:00:00,2024-01-14 14:00:00,Other hour,0.0
313,326,215,20240114,15,260,4.0,20,11.0,4.1,,11,5,3,70,0,1,0,0,0,2024011415,2024-01-14 15:00:00,2024-01-14 15:00:00,Other hour,0.0
314,327,215,20240114,16,290,4.0,30,10.0,3.9,,3,2,2,70,0,1,0,0,0,2024011416,2024-01-14 16:00:00,2024-01-14 16:00:00,Other hour,0.0
315,328,215,20240114,17,310,5.0,60,11.0,4.2,,0,0,-1,68,0,1,0,0,0,2024011417,2024-01-14 17:00:00,2024-01-14 17:00:00,Other hour,0.0
316,329,215,20240114,18,280,7.0,60,13.0,3.8,27.0,0,2,3,70,0,1,0,0,0,2024011418,2024-01-14 18:00:00,2024-01-14 18:00:00,Other hour,0.0
317,330,215,20240114,19,310,7.0,80,13.0,4.0,,0,0,-1,70,0,1,0,0,0,2024011419,2024-01-14 19:00:00,2024-01-14 19:00:00,Other hour,1.0
318,331,215,20240114,20,290,6.0,80,13.0,4.1,,0,2,5,70,0,1,0,0,0,2024011420,2024-01-14 20:00:00,2024-01-14 20:00:00,Other hour,0.0
319,332,215,20240114,21,320,7.0,80,12.0,3.4,,0,2,2,62,0,1,0,0,0,2024011421,2024-01-14 21:00:00,2024-01-14 21:00:00,Other hour,0.0
320,333,215,20240114,22,300,6.0,60,12.0,2.9,,0,5,4,75,0,1,0,0,0,2024011422,2024-01-14 22:00:00,2024-01-14 22:00:00,Other hour,0.0
327,341,215,20240115,06,300,6.0,70,11.0,3.2,16.0,0,4,6,70,0,1,0,0,0,2024011506,2024-01-15 06:00:00,2024-01-15 06:00:00,Other hour,0.0
328,342,215,20240115,07,320,7.0,70,14.0,0.9,,0,5,12,19,0,1,1,0,0,2024011507,2024-01-15 07:00:00,2024-01-15 07:00:00,Cold or snowy hour,0.0
329,343,215,20240115,08,300,6.0,80,14.0,3.0,,0,2,4,68,0,1,1,0,0,2024011508,2024-01-15 08:00:00,2024-01-15 08:00:00,Cold or snowy hour,1.0
330,344,215,20240115,09,310,8.0,60,13.0,1.5,,10,2,5,64,0,1,0,0,0,2024011509,2024-01-15 09:00:00,2024-01-15 09:00:00,Other hour,1.0
331,345,215,20240115,10,300,7.0,50,14.0,3.0,,24,1,1,69,0,1,1,0,0,2024011510,2024-01-15 10:00:00,2024-01-15 10:00:00,Cold or snowy hour,0.0
332,346,215,20240115,11,330,8.0,70,14.0,3.5,,44,0,-1,71,0,1,1,0,0,2024011511,2024-01-15 11:00:00,2024-01-15 11:00:00,Cold or snowy hour,0.0
333,347,215,20240115,12,330,8.0,60,13.0,2.6,5.0,39,2,8,61,0,1,1,0,0,2024011512,2024-01-15 12:00:00,2024-01-15 12:00:00,Cold or snowy hour,0.0
334,348,215,20240115,13,320,7.0,110,17.0,2.6,,61,1,4,68,0,1,1,0,0,2024011513,2024-01-15 13:00:00,2024-01-15 13:00:00,Cold or snowy hour,0.0
335,349,215,20240115,14,310,8.0,90,16.0,3.9,,27,2,3,66,0,1,0,0,0,2024011514,2024-01-15 14:00:00,2024-01-15 14:00:00,Other hour,0.0
336,350,215,20240115,15,320,8.0,80,16.0,3.2,,28,0,0,68,0,0,0,0,0,2024011515,2024-01-15 15:00:00,2024-01-15 15:00:00,Other hour,0.0
337,351,215,20240115,16,310,8.0,70,14.0,3.0,,5,1,1,71,0,1,1,0,0,2024011516,2024-01-15 16:00:00,2024-01-15 16:00:00,Cold or snowy hour,0.0
338,352,215,20240115,17,300,7.0,80,15.0,1.2,,0,3,4,30,0,1,1,0,0,2024011517,2024-01-15 17:00:00,2024-01-15 17:00:00,Cold or snowy hour,0.0
339,353,215,20240115,18,300,7.0,70,17.0,1.9,6.0,0,3,7,58,0,1,1,0,0,2024011518,2024-01-15 18:00:00,2024-01-15 18:00:00,Cold or snowy hour,0.0
340,354,215,20240115,19,310,6.0,70,13.0,2.9,,0,0,-1,71,0,0,1,0,0,2024011519,2024-01-15 19:00:00,2024-01-15 19:00:00,Cold or snowy hour,0.0
341,355,215,20240115,20,300,7.0,60,13.0,0.8,,0,3,3,24,0,1,1,0,0,2024011520,2024-01-15 20:00:00,2024-01-15 20:00:00,Cold or snowy hour,0.0
342,356,215,20240115,21,310,5.0,30,11.0,1.2,,0,2,3,64,0,1,1,0,0,2024011521,2024-01-15 21:00:00,2024-01-15 21:00:00,Cold or snowy hour,0.0
343,357,215,20240115,22,340,3.0,40,9.0,1.4,,0,2,4,50,0,1,1,0,0,2024011522,2024-01-15 22:00:00,2024-01-15 22:00:00,Cold or snowy hour,0.0
350,365,215,20240116,06,250,3.0,30,5.0,1.9,1.0,0,0,0,75,0,0,0,0,0,2024011606,2024-01-16 06:00:00,2024-01-16 06:00:00,Other hour,0.0
351,366,215,20240116,07,270,4.0,40,7.0,1.9,,0,0,0,75,0,0,0,0,0,2024011607,2024-01-16 07:00:00,2024-01-16 07:00:00,Other hour,0.0
352,367,215,20240116,08,250,4.0,50,8.0,2.0,,0,0,0,80,0,0,0,0,0,2024011608,2024-01-16 08:00:00,2024-01-16 08:00:00,Other hour,0.0
353,368,215,20240116,09,260,5.0,50,8.0,2.1,,11,0,0,82,0,0,0,0,0,2024011609,2024-01-16 09:00:00,2024-01-16 09:00:00,Other hour,0.0
354,369,215,20240116,10,260,6.0,60,9.0,2.4,,42,0,0,81,0,0,0,0,0,2024011610,2024-01-16 10:00:00,2024-01-16 10:00:00,Other hour,0.0
355,370,215,20240116,11,260,6.0,60,9.0,2.9,,86,0,0,82,0,0,0,0,0,2024011611,2024-01-16 11:00:00,2024-01-16 11:00:00,Other hour,0.0
356,371,215,20240116,12,270,6.0,60,10.0,3.0,6.0,91,0,0,82,0,0,0,0,0,2024011612,2024-01-16 12:00:00,2024-01-16 12:00:00,Other hour,0.0
357,372,215,20240116,13,250,6.0,40,9.0,3.5,,77,0,0,81,0,0,0,0,0,2024011613,2024-01-16 13:00:00,2024-01-16 13:00:00,Other hour,1.0
358,373,215,20240116,14,250,6.0,50,10.0,3.1,,57,0,0,82,0,0,0,0,0,2024011614,2024-01-16 14:00:00,2024-01-16 14:00:00,Other hour,0.0
359,374,215,20240116,15,250,5.0,60,10.0,3.5,,29,0,0,83,0,0,0,0,0,2024011615,2024-01-16 15:00:00,2024-01-16 15:00:00,Other hour,0.0
360,375,215,20240116,16,230,4.0,30,9.0,2.2,,8,0,0,80,0,0,0,0,0,2024011616,2024-01-16 16:00:00,2024-01-16 16:00:00,Other hour,0.0
361,376,215,20240116,17,210,4.0,40,6.0,2.1,,0,0,0,75,0,0,0,0,0,2024011617,2024-01-16 17:00:00,2024-01-16 17:00:00,Other hour,1.0
362,377,215,20240116,18,200,5.0,50,7.0,2.2,11.0,0,0,0,75,0,0,0,0,0,2024011618,2024-01-16 18:00:00,2024-01-16 18:00:00,Other hour,0.0
363,378,215,20240116,19,210,7.0,70,10.0,1.5,,0,0,0,75,0,0,0,0,0,2024011619,2024-01-16 19:00:00,2024-01-16 19:00:00,Other hour,0.0
364,379,215,20240116,20,200,6.0,50,10.0,0.6,,0,0,0,75,0,0,0,0,0,2024011620,2024-01-16 20:00:00,2024-01-16 20:00:00,Other hour,0.0
365,380,215,20240116,21,210,5.0,60,8.0,0.6,,0,0,0,75,0,0,0,0,0,2024011621,2024-01-16 21:00:00,2024-01-16 21:00:00,Other hour,0.0
366,381,215,20240116,22,200,6.0,50,9.0,0.2,,0,0,0,75,0,0,0,0,0,2024011622,2024-01-16 22:00:00,2024-01-16 22:00:00,Other hour,0.0
373,389,215,20240117,06,180,4.0,30,5.0,-1.3,-19.0,0,0,0,67,0,0,0,0,0,2024011706,2024-01-17 06:00:00,2024-01-17 06:00:00,Cold or snowy hour,0.0
374,390,215,20240117,07,180,3.0,30,5.0,-1.0,,0,0,0,70,0,0,0,0,0,2024011707,2024-01-17 07:00:00,2024-01-17 07:00:00,Cold or snowy hour,0.0
375,391,215,20240117,08,170,3.0,30,5.0,-1.2,,0,0,0,66,0,0,0,0,0,2024011708,2024-01-17 08:00:00,2024-01-17 08:00:00,Cold or snowy hour,0.0
376,392,215,20240117,09,170,3.0,30,4.0,-1.1,,7,0,0,69,0,0,0,0,0,2024011709,2024-01-17 09:00:00,2024-01-17 09:00:00,Cold or snowy hour,0.0
377,393,215,20240117,10,170,3.0,30,4.0,-0.7,,23,0,0,70,0,0,0,0,0,2024011710,2024-01-17 10:00:00,2024-01-17 10:00:00,Cold or snowy hour,0.0
378,394,215,20240117,11,170,2.0,20,4.0,-0.3,,36,0,0,68,0,0,0,0,0,2024011711,2024-01-17 11:00:00,2024-01-17 11:00:00,Cold or snowy hour,1.0
379,395,215,20240117,12,150,1.0,10,3.0,0.2,-18.0,42,0,0,71,0,0,0,0,0,2024011712,2024-01-17 12:00:00,2024-01-17 12:00:00,Other hour,0.0
380,396,215,20240117,13,90,1.0,10,2.0,0.1,,38,0,0,69,0,0,0,0,0,2024011713,2024-01-17 13:00:00,2024-01-17 13:00:00,Other hour,0.0
381,397,215,20240117,14,100,1.0,10,2.0,0.1,,24,0,0,71,0,0,0,0,0,2024011714,2024-01-17 14:00:00,2024-01-17 14:00:00,Other hour,0.0
382,398,215,20240117,15,120,1.0,20,2.0,0.0,,14,0,0,69,0,0,0,0,0,2024011715,2024-01-17 15:00:00,2024-01-17 15:00:00,Cold or snowy hour,0.0
383,399,215,20240117,16,0,1.0,0,2.0,-0.1,,4,0,0,69,0,0,0,0,0,2024011716,2024-01-17 16:00:00,2024-01-17 16:00:00,Cold or snowy hour,1.0
384,400,215,20240117,17,70,1.0,10,2.0,-0.1,,0,0,-1,65,0,0,1,0,0,2024011717,2024-01-17 17:00:00,2024-01-17 17:00:00,Cold or snowy hour,0.0
385,401,215,20240117,18,320,1.0,20,2.0,-0.3,-4.0,0,0,0,63,0,0,0,0,0,2024011718,2024-01-17 18:00:00,2024-01-17 18:00:00,Cold or snowy hour,0.0
386,402,215,20240117,19,10,2.0,20,3.0,0.2,,0,0,0,63,0,0,0,0,0,2024011719,2024-01-17 19:00:00,2024-01-17 19:00:00,Other hour,0.0
387,403,215,20240117,20,30,2.0,20,4.0,1.1,,0,0,0,69,0,0,0,0,0,2024011720,2024-01-17 20:00:00,2024-01-17 20:00:00,Other hour,0.0
388,404,215,20240117,21,360,2.0,20,4.0,0.8,,0,0,0,70,0,0,0,0,0,2024011721,2024-01-17 21:00:00,2024-01-17 21:00:00,Other hour,0.0
389,405,215,20240117,22,30,2.0,20,4.0,1.8,,0,0,0,75,0,0,0,0,0,2024011722,2024-01-17 22:00:00,2024-01-17 22:00:00,Other hour,0.0
396,413,215,20240118,06,0,0.0,0,2.0,-4.5,-71.0,0,0,0,65,0,0,0,0,0,2024011806,2024-01-18 06:00:00,2024-01-18 06:00:00,Cold or snowy hour,1.0
397,414,215,20240118,07,200,1.0,10,2.0,-4.6,,0,0,0,65,0,0,0,0,0,2024011807,2024-01-18 07:00:00,2024-01-18 07:00:00,Cold or snowy hour,0.0
398,415,215,20240118,08,190,1.0,10,2.0,-4.6,,1,0,0,65,0,0,0,0,0,2024011808,2024-01-18 08:00:00,2024-01-18 08:00:00,Cold or snowy hour,0.0
399,416,215,20240118,09,360,2.0,30,6.0,0.2,,43,0,-1,50,0,0,1,0,0,2024011809,2024-01-18 09:00:00,2024-01-18 09:00:00,Cold or snowy hour,0.0
400,417,215,20240118,10,320,3.0,30,7.0,2.8,,31,2,6,75,0,1,1,0,0,2024011810,2024-01-18 10:00:00,2024-01-18 10:00:00,Cold or snowy hour,0.0
401,418,215,20240118,11,340,4.0,40,7.0,4.6,,109,0,0,75,0,0,0,0,0,2024011811,2024-01-18 11:00:00,2024-01-18 11:00:00,Other hour,0.0
402,419,215,20240118,12,320,3.0,20,11.0,2.7,-75.0,54,3,9,70,0,1,1,0,0,2024011812,2024-01-18 12:00:00,2024-01-18 12:00:00,Cold or snowy hour,0.0
403,420,215,20240118,13,300,3.0,10,11.0,1.1,,39,1,1,70,0,1,1,0,0,2024011813,2024-01-18 13:00:00,2024-01-18 13:00:00,Cold or snowy hour,0.0
404,421,215,20240118,14,350,1.0,30,4.0,3.8,,75,0,0,75,0,0,0,0,0,2024011814,2024-01-18 14:00:00,2024-01-18 14:00:00,Other hour,1.0
405,422,215,20240118,15,320,2.0,20,4.0,3.6,,45,0,0,75,0,0,0,0,0,2024011815,2024-01-18 15:00:00,2024-01-18 15:00:00,Other hour,0.0
406,423,215,20240118,16,300,2.0,20,3.0,2.0,,14,0,0,75,0,0,0,0,0,2024011816,2024-01-18 16:00:00,2024-01-18 16:00:00,Other hour,0.0
407,424,215,20240118,17,330,2.0,10,4.0,-0.6,,0,0,0,70,0,0,0,0,0,2024011817,2024-01-18 17:00:00,2024-01-18 17:00:00,Cold or snowy hour,0.0
408,425,215,20240118,18,240,1.0,10,2.0,-1.7,-45.0,0,0,0,70,0,0,0,0,0,2024011818,2024-01-18 18:00:00,2024-01-18 18:00:00,Cold or snowy hour,0.0
409,426,215,20240118,19,230,2.0,20,3.0,-2.9,,0,0,0,65,0,0,0,0,0,2024011819,2024-01-18 19:00:00,2024-01-18 19:00:00,Cold or snowy hour,0.0
410,427,215,20240118,20,240,2.0,20,2.0,-2.8,,0,0,0,70,0,0,0,0,0,2024011820,2024-01-18 20:00:00,2024-01-18 20:00:00,Cold or snowy hour,0.0
411,428,215,20240118,21,200,2.0,20,4.0,-2.3,,0,0,-1,70,0,0,1,0,0,2024011821,2024-01-18 21:00:00,2024-01-18 21:00:00,Cold or snowy hour,0.0
412,429,215,20240118,22,200,2.0,10,6.0,0.1,,0,3,20,65,0,1,1,0,0,2024011822,2024-01-18 22:00:00,2024-01-18 22:00:00,Cold or snowy hour,0.0
419,437,215,20240119,06,300,4.0,60,11.0,2.1,-15.0,0,0,-1,57,0,1,0,0,0,2024011906,2024-01-19 06:00:00,2024-01-19 06:00:00,Other hour,0.0
420,438,215,20240119,07,230,3.0,20,6.0,-1.3,,0,0,-1,70,0,1,0,0,0,2024011907,2024-01-19 07:00:00,2024-01-19 07:00:00,Cold or snowy hour,0.0
421,439,215,20240119,08,260,3.0,40,7.0,1.5,,2,0,0,66,0,0,0,0,0,2024011908,2024-01-19 08:00:00,2024-01-19 08:00:00,Other hour,0.0
422,440,215,20240119,09,220,3.0,20,7.0,0.9,,16,0,0,65,0,0,0,0,0,2024011909,2024-01-19 09:00:00,2024-01-19 09:00:00,Other hour,0.0
